"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","356","IND","India","756","CHE","Switzerland","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","307.019938658778"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","356","IND","India","800","UGA","Uganda","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","29.4802277171745"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","360","IDN","Indonesia","036","AUS","Australia","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","1826.978108"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","360","IDN","Indonesia","120","CMR","Cameroon","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","72.341"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","360","IDN","Indonesia","140","CAF","Central African Republic","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","0.218"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","360","IDN","Indonesia","148","TCD","Chad","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","2.807784"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","360","IDN","Indonesia","180","COD","Democratic Republic of the Congo","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","5.334563"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","360","IDN","Indonesia","344","HKG","Hong Kong, China","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","64.282695"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","360","IDN","Indonesia","430","LBR","Liberia","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","1.79"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","360","IDN","Indonesia","434","LBY","Libya","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","0.667049"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","360","IDN","Indonesia","498","MDA","Moldova, Republic of","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","32.091"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","360","IDN","Indonesia","626","TLS","Timor-Leste","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","2.355968"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","360","IDN","Indonesia","764","THA","Thailand","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","1868.004"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","360","IDN","Indonesia","788","TUN","Tunisia","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","22.510542"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","360","IDN","Indonesia","804","UKR","Ukraine","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","731.781441"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","364","IRN","Iran","051","ARM","Armenia","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","15.375069"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","364","IRN","Iran","268","GEO","Georgia","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","44.785574"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","364","IRN","Iran","356","IND","India","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","1647.054598"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","364","IRN","Iran","417","KGZ","Kyrgyz Republic","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","11.355905"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","364","IRN","Iran","496","MNG","Mongolia","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","11.186746"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","364","IRN","Iran","512","OMN","Oman","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","47.764586"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","364","IRN","Iran","586","PAK","Pakistan","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","308.697488"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","364","IRN","Iran","702","SGP","Singapore","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","755.35476"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","364","IRN","Iran","756","CHE","Switzerland","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","1378.01033"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","364","IRN","Iran","762","TJK","Tajikistan","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","23.990383"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","364","IRN","Iran","784","ARE","United Arab Emirates","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","1047.488867"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","364","IRN","Iran","792","TUR","Türkiye","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","625.554897"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","376","ISR","Israel","212","DMA","Dominica","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","2.067"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","376","ISR","Israel","426","LSO","Lesotho","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","0.286"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","384","CIV","Côte d'Ivoire","430","LBR","Liberia","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","7.4862304963189"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","384","CIV","Côte d'Ivoire","686","SEN","Senegal","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","18.4888419014326"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","388","JAM","Jamaica","052","BRB","Barbados","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","6.45447033798222"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","388","JAM","Jamaica","084","BLZ","Belize","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","8.82291412637419"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","388","JAM","Jamaica","328","GUY","Guyana","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","16.9557582141978"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","388","JAM","Jamaica","740","SUR","Suriname","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","19.9881172991101"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","388","JAM","Jamaica","780","TTO","Trinidad and Tobago","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","77.2898294999455"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","392","JPN","Japan","036","AUS","Australia","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","4177.90295725977"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","392","JPN","Japan","084","BLZ","Belize","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","1.9721455980523"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","392","JPN","Japan","108","BDI","Burundi","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","1.2335691227478"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","392","JPN","Japan","218","ECU","Ecuador","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","215.167940845059"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","392","JPN","Japan","231","ETH","Ethiopia","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","104.698138481341"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","392","JPN","Japan","352","ISL","Iceland","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","14.0499056505979"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","392","JPN","Japan","520","NRU","Nauru","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","0.043849308823"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","392","JPN","Japan","585","PLW","Palau","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","0.0344923433419"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","392","JPN","Japan","776","TON","Tonga","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","0.3965059990074"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","392","JPN","Japan","862","VEN","Venezuela, Bolivarian Republic of","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","12.3541574740597"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","398","KAZ","Kazakhstan","112","BLR","Belarus","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","225.403"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","400","JOR","Jordan","012","DZA","Algeria","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","73.048"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","400","JOR","Jordan","048","BHR","Bahrain, Kingdom of","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","6.0370859154929"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","400","JOR","Jordan","462","MDV","Maldives","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","0.042"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","400","JOR","Jordan","760","SYR","Syrian Arab Republic","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","39.644"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","400","JOR","Jordan","784","ARE","United Arab Emirates","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","164.081"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","400","JOR","Jordan","818","EGY","Egypt","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","236.721"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","404","KEN","Kenya","462","MDV","Maldives","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","0.035"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","404","KEN","Kenya","480","MUS","Mauritius","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","59.103"
"Agricultural sector","TP_E_0150","AG - Value of exports to partner (imports by partner)","404","KEN","Kenya","716","ZWE","Zimbabwe","-","-","-","-","A","Annual","A","Annual","USM","Million US dollar","-","","","","42.236"
